,piste,nimi,x_gk25,y_gk25,suunta,aika,vuosi,ha,pa,ka,ra,la,mp,rv,autot
2820,C13,VANHA PORVOONTIE,25504251,6684609,2.0,7,2011,30,3,3,0,0,0,0,1804
2824,C13,VANHA PORVOONTIE,25504251,6684609,2.0,8,2011,64,22,17,1,1,1,0,3284
2828,C13,VANHA PORVOONTIE,25504251,6684609,2.0,9,2011,97,19,11,0,0,4,0,3050
2832,C13,VANHA PORVOONTIE,25504251,6684609,2.0,10,2011,248,85,51,8,1,5,0,2406
2833,C13,VANHA PORVOONTIE,25504251,6684609,2.0,11,2011,233,85,51,9,0,4,0,2475
2834,C13,VANHA PORVOONTIE,25504251,6684609,2.0,12,2011,287,78,43,9,3,5,0,2620
2835,C13,VANHA PORVOONTIE,25504251,6684609,2.0,13,2011,293,87,35,4,0,5,0,2585
2836,C13,VANHA PORVOONTIE,25504251,6684609,2.0,14,2011,287,86,48,12,0,4,0,2762
2837,C13,VANHA PORVOONTIE,25504251,6684609,2.0,15,2011,333,150,40,5,0,3,0,3386
2838,C13,VANHA PORVOONTIE,25504251,6684609,2.0,16,2011,151,34,8,1,0,4,0,4995
2842,C13,VANHA PORVOONTIE,25504251,6684609,2.0,17,2011,207,34,10,3,0,4,0,5049
2846,C13,VANHA PORVOONTIE,25504251,6684609,2.0,18,2011,157,21,1,2,0,2,0,3377
2850,C13,VANHA PORVOONTIE,25504251,6684609,2.0,19,2011,357,41,12,0,1,8,0,2487
2851,C13,VANHA PORVOONTIE,25504251,6684609,2.0,20,2011,252,29,10,0,5,1,0,1816
2852,C13,VANHA PORVOONTIE,25504251,6684609,2.0,21,2011,155,19,7,2,2,0,0,1371
2853,C13,VANHA PORVOONTIE,25504251,6684609,2.0,22,2011,140,16,7,1,1,0,0,865
2854,C13,VANHA PORVOONTIE,25504251,6684609,2.0,23,2011,61,7,2,1,1,0,0,369
2855,C13,VANHA PORVOONTIE,25504251,6684609,2.0,24,2011,36,5,2,0,0,0,0,231
2856,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,1,2011,72,4,2,1,2,0,0,616
2857,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,2,2011,51,3,1,1,2,0,0,364
2858,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,3,2011,58,4,1,0,1,0,0,365
2859,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,4,2011,57,4,1,1,2,0,0,372
2860,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,5,2011,127,10,2,1,2,0,0,854
2861,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,6,2011,586,42,11,8,16,1,0,4186
2862,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,7,2011,401,59,21,16,11,1,0,18510
2866,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,8,2011,574,98,39,4,13,1,0,21320
2870,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,9,2011,752,82,29,2,15,5,0,18075
2874,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,10,2011,1340,247,117,54,33,3,0,10838
2875,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,11,2011,893,208,104,53,29,2,0,7422
2876,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,12,2011,854,164,88,48,20,4,0,7437
2877,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,13,2011,842,179,83,78,30,4,0,7351
2878,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,14,2011,886,127,83,59,40,6,0,7410
2879,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,15,2011,1012,149,81,55,49,8,0,8603
2880,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,16,2011,256,56,24,16,21,2,0,10714
2884,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,17,2011,916,109,48,27,33,3,0,12444
2888,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,18,2011,448,37,7,14,21,3,0,10098
2892,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,19,2011,1182,124,26,26,39,4,0,7882
2893,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,20,2011,929,115,10,29,22,8,0,6681
2894,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,21,2011,764,56,17,10,24,9,0,5692
2895,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,22,2011,500,36,10,7,15,0,0,3770
2896,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,23,2011,270,22,5,3,8,0,0,1766
2897,C14,LAHDENVÄYLÄ,25504732,6684363,1.0,24,2011,157,12,4,2,5,0,0,1065
2898,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,1,2011,106,8,2,1,5,0,0,744
2899,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,2,2011,64,4,1,1,1,0,0,708
2900,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,3,2011,55,3,1,1,3,0,0,401
2901,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,4,2011,51,5,1,1,1,0,0,354
2902,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,5,2011,81,7,1,1,4,0,0,580
2903,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,6,2011,257,21,5,3,8,0,0,1939
2904,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,7,2011,117,13,13,10,10,0,0,5379
2908,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,8,2011,206,23,21,8,16,1,0,9406
2912,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,9,2011,331,35,14,13,14,1,0,9112
2916,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,10,2011,729,144,79,64,55,6,0,6753
2917,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,11,2011,704,132,95,61,39,8,0,6843
2918,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,12,2011,830,162,84,76,33,4,0,7201
2919,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,13,2011,917,191,102,65,24,4,0,7702
2920,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,14,2011,1130,191,93,51,27,1,0,9325
2921,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,15,2011,1469,282,109,81,36,4,0,12273
2922,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,16,2011,483,66,31,12,7,2,0,19720
2926,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,17,2011,675,103,20,7,16,3,0,19356
2930,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,18,2011,644,61,23,11,14,1,0,15252
2934,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,19,2011,1345,155,41,27,42,15,0,10185
2935,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,20,2011,985,112,22,29,27,3,0,7901
2936,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,21,2011,900,68,20,13,28,0,0,6695
2937,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,22,2011,769,58,19,12,24,0,0,5099
2938,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,23,2011,735,54,17,11,24,0,0,2939
2939,C14,LAHDENVÄYLÄ,25504732,6684363,2.0,24,2011,239,18,6,4,7,0,0,1387
2940,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,1,2011,17,1,1,1,1,0,0,163
2941,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,2,2011,21,1,0,0,0,0,0,125
2942,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,3,2011,15,1,0,0,0,0,0,106
2943,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,4,2011,27,1,0,1,0,0,0,150
2944,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,5,2011,30,1,0,1,1,0,0,187
2945,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,6,2011,168,8,3,4,4,0,0,1121
2946,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,7,2011,74,16,3,8,0,0,0,5157
2950,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,8,2011,236,23,4,5,1,2,0,7201
2954,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,9,2011,252,17,3,4,1,4,0,6064
2958,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,10,2011,507,43,16,23,2,1,0,3741
2959,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,11,2011,309,48,31,31,4,4,0,2399
2960,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,12,2011,311,42,28,43,4,2,0,2576
2961,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,13,2011,317,43,26,34,4,2,0,2610
2962,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,14,2011,303,55,25,52,6,5,0,2612
2963,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,15,2011,358,48,35,50,8,1,0,2825
2964,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,16,2011,121,16,8,21,1,1,0,3754
2968,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,17,2011,155,14,5,5,1,0,0,4369
2972,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,18,2011,146,11,4,11,1,3,0,3807
2976,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,19,2011,347,39,12,18,18,2,0,2600
2977,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,20,2011,332,19,6,17,6,0,0,2106
2978,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,21,2011,233,11,3,10,4,0,0,1681
2979,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,22,2011,170,8,3,7,3,0,0,1159
2980,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,23,2011,79,4,1,4,1,0,0,614
2981,C15,PORVOONVÄYLÄ,25504666,6682350,1.0,24,2011,39,2,1,4,1,0,0,337
2982,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,1,2011,28,1,0,1,1,0,0,196
2983,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,2,2011,17,2,0,0,0,0,0,137
2984,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,3,2011,14,1,0,1,0,0,0,99
2985,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,4,2011,11,1,0,0,0,0,0,77
2986,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,5,2011,20,1,0,1,0,0,0,145
2987,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,6,2011,76,3,0,3,3,0,0,492
2988,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,7,2011,61,0,0,9,0,0,0,2171
2992,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,8,2011,76,11,3,7,2,0,0,3348
2996,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,9,2011,111,15,4,6,1,1,0,3178
3000,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,10,2011,285,47,25,55,12,2,0,2377
3001,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,11,2011,285,67,12,41,6,1,0,2436
3002,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,12,2011,318,42,13,45,4,1,0,2377
3003,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,13,2011,309,47,14,44,7,3,0,2504
3004,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,14,2011,325,60,28,24,10,2,0,2807
3005,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,15,2011,463,75,28,50,2,4,0,3729
3006,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,16,2011,165,30,7,7,1,1,0,6040
3010,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,17,2011,272,22,4,6,2,3,0,6797
3014,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,18,2011,251,24,4,9,1,2,0,5303
3018,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,19,2011,470,29,4,9,4,4,0,3298
3019,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,20,2011,333,13,4,26,0,0,0,2497
3020,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,21,2011,312,13,6,11,7,0,0,2075
3021,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,22,2011,268,12,3,9,8,0,0,2080
3022,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,23,2011,127,6,1,5,3,0,0,994
3023,C15,PORVOONVÄYLÄ,25504666,6682350,2.0,24,2011,104,3,2,3,2,0,0,454
3024,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,1,2011,33,2,1,0,1,0,0,179
3025,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,2,2011,20,1,0,0,0,0,0,137
3026,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,3,2011,13,1,0,0,0,0,0,102
3027,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,4,2011,15,0,0,0,0,0,0,91
3028,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,5,2011,25,1,0,0,1,0,0,173
3029,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,6,2011,79,6,1,0,2,0,0,589
3030,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,7,2011,48,8,1,0,1,0,0,2237
3034,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,8,2011,94,7,5,0,5,1,0,3015
3038,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,9,2011,96,11,4,0,5,2,0,2231
3042,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,10,2011,204,43,21,0,8,2,0,1607
3043,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,11,2011,216,29,11,0,10,1,0,1512
3044,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,12,2011,237,28,18,1,9,3,0,1622
3045,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,13,2011,216,46,17,5,9,4,0,1627
3046,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,14,2011,248,21,10,0,9,2,0,1671
3047,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,15,2011,324,47,14,0,11,4,0,2175
3048,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,16,2011,104,13,3,0,3,2,0,3173
3052,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,17,2011,113,11,3,0,3,3,0,3461
3056,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,18,2011,126,13,0,0,7,1,0,2778
3060,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,19,2011,353,56,2,0,6,1,0,2128
3061,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,20,2011,276,26,2,0,5,0,0,1328
3062,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,21,2011,232,16,5,0,7,0,0,1019
3063,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,22,2011,159,11,3,0,4,0,0,733
3064,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,23,2011,113,8,2,0,3,0,0,667
3065,C16,LÄNSIMÄENTIE,25505936,6680849,1.0,24,2011,58,4,1,0,2,0,0,338
3066,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,1,2011,30,2,1,0,1,0,0,190
3067,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,2,2011,20,1,0,0,1,0,0,146
3068,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,3,2011,25,2,0,0,0,0,0,134
3069,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,4,2011,26,2,0,0,0,0,0,139
3070,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,5,2011,24,2,0,0,1,0,0,186
3071,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,6,2011,120,4,3,0,3,0,0,793
3072,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,7,2011,38,8,2,0,2,0,0,1708
3076,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,8,2011,57,8,2,0,3,1,0,2048
3080,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,9,2011,65,9,4,1,2,0,0,1528
3084,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,10,2011,159,37,11,0,9,1,0,1356
3085,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,11,2011,166,22,20,0,8,2,0,1333
3086,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,12,2011,211,33,13,0,8,3,0,1495
3087,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,13,2011,219,35,9,0,5,4,0,1627
3088,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,14,2011,246,25,20,0,13,1,0,1748
3089,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,15,2011,328,50,17,0,13,4,0,2254
3090,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,16,2011,110,16,11,0,3,3,0,3480
3094,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,17,2011,139,10,1,0,2,1,0,3665
3098,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,18,2011,116,10,2,0,5,0,0,3038
3102,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,19,2011,399,28,5,1,8,5,0,2628
3103,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,20,2011,363,15,5,4,6,2,0,2562
3104,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,21,2011,277,20,5,0,8,2,0,1996
3105,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,22,2011,172,12,4,0,5,2,0,1434
3106,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,23,2011,109,8,2,0,3,2,0,668
3107,C16,LÄNSIMÄENTIE,25505936,6680849,2.0,24,2011,47,3,1,0,1,2,0,285
3108,C17,ITÄVÄYLÄ,25507426,6680138,1.0,1,2011,9,1,0,0,0,0,0,100
3109,C17,ITÄVÄYLÄ,25507426,6680138,1.0,2,2011,13,1,0,0,0,0,0,87
3110,C17,ITÄVÄYLÄ,25507426,6680138,1.0,3,2011,6,1,0,0,0,0,0,52
3111,C17,ITÄVÄYLÄ,25507426,6680138,1.0,4,2011,20,2,0,0,0,0,0,103
3112,C17,ITÄVÄYLÄ,25507426,6680138,1.0,5,2011,55,4,0,0,0,0,0,237
3113,C17,ITÄVÄYLÄ,25507426,6680138,1.0,6,2011,338,30,10,5,5,0,0,1100
3114,C17,ITÄVÄYLÄ,25507426,6680138,1.0,7,2011,145,8,8,4,4,0,0,3553
3118,C17,ITÄVÄYLÄ,25507426,6680138,1.0,8,2011,175,16,1,0,1,3,0,4770
3122,C17,ITÄVÄYLÄ,25507426,6680138,1.0,9,2011,76,15,3,0,0,3,0,3609
3126,C17,ITÄVÄYLÄ,25507426,6680138,1.0,10,2011,250,40,9,10,10,7,0,2163
3127,C17,ITÄVÄYLÄ,25507426,6680138,1.0,11,2011,219,52,16,6,13,3,0,1817
3128,C17,ITÄVÄYLÄ,25507426,6680138,1.0,12,2011,234,38,18,1,3,3,0,1725
3129,C17,ITÄVÄYLÄ,25507426,6680138,1.0,13,2011,226,33,12,5,3,6,0,1786
3130,C17,ITÄVÄYLÄ,25507426,6680138,1.0,14,2011,274,56,20,5,8,2,0,1995
3131,C17,ITÄVÄYLÄ,25507426,6680138,1.0,15,2011,405,56,23,8,8,7,0,2519
3132,C17,ITÄVÄYLÄ,25507426,6680138,1.0,16,2011,122,13,9,1,3,0,0,3322
3136,C17,ITÄVÄYLÄ,25507426,6680138,1.0,17,2011,102,12,3,1,3,2,0,3059
3140,C17,ITÄVÄYLÄ,25507426,6680138,1.0,18,2011,101,11,1,0,2,3,0,2520
3144,C17,ITÄVÄYLÄ,25507426,6680138,1.0,19,2011,255,24,4,1,7,19,0,2052
3145,C17,ITÄVÄYLÄ,25507426,6680138,1.0,20,2011,236,19,7,3,5,5,0,1870
3146,C17,ITÄVÄYLÄ,25507426,6680138,1.0,21,2011,112,9,3,2,2,2,0,1145
3147,C17,ITÄVÄYLÄ,25507426,6680138,1.0,22,2011,86,7,2,2,2,0,0,755
3148,C17,ITÄVÄYLÄ,25507426,6680138,1.0,23,2011,39,3,1,1,1,0,0,415
3149,C17,ITÄVÄYLÄ,25507426,6680138,1.0,24,2011,20,2,0,0,0,0,0,209
3150,C17,ITÄVÄYLÄ,25507426,6680138,2.0,1,2011,24,2,1,1,1,0,0,139
3151,C17,ITÄVÄYLÄ,25507426,6680138,2.0,2,2011,12,1,0,0,0,0,0,84
3152,C17,ITÄVÄYLÄ,25507426,6680138,2.0,3,2011,9,1,0,0,0,0,0,69
3153,C17,ITÄVÄYLÄ,25507426,6680138,2.0,4,2011,9,1,0,0,0,0,0,60
3154,C17,ITÄVÄYLÄ,25507426,6680138,2.0,5,2011,24,2,1,0,1,0,0,167
3155,C17,ITÄVÄYLÄ,25507426,6680138,2.0,6,2011,65,6,2,1,2,0,0,532
3156,C17,ITÄVÄYLÄ,25507426,6680138,2.0,7,2011,27,3,1,0,4,0,0,1620
3160,C17,ITÄVÄYLÄ,25507426,6680138,2.0,8,2011,64,11,1,0,1,0,0,2627
3164,C17,ITÄVÄYLÄ,25507426,6680138,2.0,9,2011,110,9,3,1,3,0,0,2392
3168,C17,ITÄVÄYLÄ,25507426,6680138,2.0,10,2011,228,40,11,8,7,7,0,1713
3169,C17,ITÄVÄYLÄ,25507426,6680138,2.0,11,2011,223,46,24,7,4,4,0,1637
3170,C17,ITÄVÄYLÄ,25507426,6680138,2.0,12,2011,243,47,15,12,7,13,0,1811
3171,C17,ITÄVÄYLÄ,25507426,6680138,2.0,13,2011,242,38,17,5,7,11,0,1985
3172,C17,ITÄVÄYLÄ,25507426,6680138,2.0,14,2011,310,47,17,8,6,7,0,2207
3173,C17,ITÄVÄYLÄ,25507426,6680138,2.0,15,2011,374,67,24,6,9,11,0,2822
3174,C17,ITÄVÄYLÄ,25507426,6680138,2.0,16,2011,142,30,5,0,2,4,0,4797
3178,C17,ITÄVÄYLÄ,25507426,6680138,2.0,17,2011,202,32,1,0,2,4,0,5309
3182,C17,ITÄVÄYLÄ,25507426,6680138,2.0,18,2011,167,13,2,0,3,9,0,4080
3186,C17,ITÄVÄYLÄ,25507426,6680138,2.0,19,2011,441,34,9,1,6,37,0,2808
3187,C17,ITÄVÄYLÄ,25507426,6680138,2.0,20,2011,411,39,15,2,5,8,0,2427
3188,C17,ITÄVÄYLÄ,25507426,6680138,2.0,21,2011,314,29,10,6,8,2,0,1971
3189,C17,ITÄVÄYLÄ,25507426,6680138,2.0,22,2011,170,17,5,4,4,0,0,1085
3190,C17,ITÄVÄYLÄ,25507426,6680138,2.0,23,2011,90,9,3,2,2,0,0,615
3191,C17,ITÄVÄYLÄ,25507426,6680138,2.0,24,2011,50,5,2,1,1,0,0,298
3276,D01,KEHÄ 1,25495121,6680653,1.0,1,2011,229,15,4,3,3,0,0,1521
3277,D01,KEHÄ 1,25495121,6680653,1.0,2,2011,142,9,4,1,1,0,0,872
3278,D01,KEHÄ 1,25495121,6680653,1.0,3,2011,98,7,3,1,1,0,0,674
3279,D01,KEHÄ 1,25495121,6680653,1.0,4,2011,98,6,1,1,1,0,0,593
3280,D01,KEHÄ 1,25495121,6680653,1.0,5,2011,191,14,4,1,1,0,0,1258
3281,D01,KEHÄ 1,25495121,6680653,1.0,6,2011,809,57,16,8,8,0,0,5748
3282,D01,KEHÄ 1,25495121,6680653,1.0,7,2011,376,61,16,4,10,0,0,23487
3286,D01,KEHÄ 1,25495121,6680653,1.0,8,2011,775,115,21,10,7,16,0,23344
3290,D01,KEHÄ 1,25495121,6680653,1.0,9,2011,917,66,30,7,4,16,0,19968
3294,D01,KEHÄ 1,25495121,6680653,1.0,10,2011,2696,342,96,33,5,20,0,18924
3295,D01,KEHÄ 1,25495121,6680653,1.0,11,2011,1731,414,130,66,4,8,0,14496
3296,D01,KEHÄ 1,25495121,6680653,1.0,12,2011,1876,409,92,59,16,18,0,15446
3297,D01,KEHÄ 1,25495121,6680653,1.0,13,2011,1944,411,119,64,12,11,0,15620
3298,D01,KEHÄ 1,25495121,6680653,1.0,14,2011,2033,371,174,55,17,7,0,16323
3299,D01,KEHÄ 1,25495121,6680653,1.0,15,2011,2427,396,149,50,24,27,0,19336
3300,D01,KEHÄ 1,25495121,6680653,1.0,16,2011,871,109,38,13,6,11,0,26367
3304,D01,KEHÄ 1,25495121,6680653,1.0,17,2011,1207,115,16,9,5,13,0,25340
3308,D01,KEHÄ 1,25495121,6680653,1.0,18,2011,809,62,13,10,10,5,0,22094
3312,D01,KEHÄ 1,25495121,6680653,1.0,19,2011,2473,223,39,22,16,48,0,17798
3313,D01,KEHÄ 1,25495121,6680653,1.0,20,2011,1912,223,34,39,19,2,0,14531
3314,D01,KEHÄ 1,25495121,6680653,1.0,21,2011,1747,121,32,20,17,2,0,11914
3315,D01,KEHÄ 1,25495121,6680653,1.0,22,2011,1278,88,25,14,12,2,0,8739
3316,D01,KEHÄ 1,25495121,6680653,1.0,23,2011,773,53,15,8,6,2,0,5069
3317,D01,KEHÄ 1,25495121,6680653,1.0,24,2011,427,30,9,4,4,2,0,2948
3318,D01,KEHÄ 1,25495121,6680653,2.0,1,2011,208,14,4,2,1,2,0,1344
3319,D01,KEHÄ 1,25495121,6680653,2.0,2,2011,135,9,3,1,1,2,0,861
3320,D01,KEHÄ 1,25495121,6680653,2.0,3,2011,100,8,1,1,1,2,0,582
3321,D01,KEHÄ 1,25495121,6680653,2.0,4,2011,90,5,1,1,1,2,0,664
3322,D01,KEHÄ 1,25495121,6680653,2.0,5,2011,181,12,4,1,1,2,0,1364
3323,D01,KEHÄ 1,25495121,6680653,2.0,6,2011,656,45,14,7,6,2,0,4406
3324,D01,KEHÄ 1,25495121,6680653,2.0,7,2011,237,61,18,4,3,2,0,17824
3328,D01,KEHÄ 1,25495121,6680653,2.0,8,2011,739,126,9,12,12,3,0,24283
3332,D01,KEHÄ 1,25495121,6680653,2.0,9,2011,870,116,30,10,7,13,0,23513
3336,D01,KEHÄ 1,25495121,6680653,2.0,10,2011,2058,450,124,58,24,12,0,16387
3337,D01,KEHÄ 1,25495121,6680653,2.0,11,2011,1566,410,121,61,23,13,0,14421
3338,D01,KEHÄ 1,25495121,6680653,2.0,12,2011,1939,443,146,64,14,16,0,15563
3339,D01,KEHÄ 1,25495121,6680653,2.0,13,2011,1973,435,156,65,17,11,0,16627
3340,D01,KEHÄ 1,25495121,6680653,2.0,14,2011,2257,467,158,76,15,22,0,18327
3341,D01,KEHÄ 1,25495121,6680653,2.0,15,2011,3195,497,151,61,19,26,0,24853
3342,D01,KEHÄ 1,25495121,6680653,2.0,16,2011,1038,159,33,6,5,8,0,34172
3346,D01,KEHÄ 1,25495121,6680653,2.0,17,2011,1337,120,16,6,5,12,0,32729
3350,D01,KEHÄ 1,25495121,6680653,2.0,18,2011,1103,69,21,10,5,7,0,26972
3354,D01,KEHÄ 1,25495121,6680653,2.0,19,2011,2904,213,29,29,12,54,0,20157
3355,D01,KEHÄ 1,25495121,6680653,2.0,20,2011,2178,197,24,16,12,20,0,15235
3356,D01,KEHÄ 1,25495121,6680653,2.0,21,2011,1832,126,37,18,15,10,0,12541
3357,D01,KEHÄ 1,25495121,6680653,2.0,22,2011,1243,86,25,12,10,4,0,9238
3358,D01,KEHÄ 1,25495121,6680653,2.0,23,2011,891,61,17,9,7,0,0,5312
3359,D01,KEHÄ 1,25495121,6680653,2.0,24,2011,425,30,8,5,4,0,0,2812
3360,D02,PIRKKOLANTIE,25495243,6679639,1.0,1,2011,8,0,0,0,0,0,0,55
3361,D02,PIRKKOLANTIE,25495243,6679639,1.0,2,2011,2,0,0,0,0,0,0,29
3362,D02,PIRKKOLANTIE,25495243,6679639,1.0,3,2011,6,0,0,0,0,0,0,22
3363,D02,PIRKKOLANTIE,25495243,6679639,1.0,4,2011,1,0,0,0,0,0,0,8
3364,D02,PIRKKOLANTIE,25495243,6679639,1.0,5,2011,6,0,0,0,0,0,0,29
3365,D02,PIRKKOLANTIE,25495243,6679639,1.0,6,2011,21,1,0,0,2,1,0,162
